Well,OD,Time_h,Type,Concentration,Sample,Antibiotic,Lineage,Experiment,Plate,blank_mean,OD_blanked,sample_group,replicate
C5,0.218,24,sample,0.125,M1,MRP,evolved,Exp1,Plate1,0.089,0.129,M-lines,1
C6,0.109,24,sample,0.38,M1,MRP,evolved,Exp1,Plate1,0.089,0.020000000000000004,M-lines,1
C7,0.105,24,sample,1,M1,MRP,evolved,Exp1,Plate1,0.089,0.016,M-lines,1
C8,0.09,24,sample,2,M1,MRP,evolved,Exp1,Plate1,0.089,0.0010000000000000009,M-lines,1
C9,0.092,24,sample,4,M1,MRP,evolved,Exp1,Plate1,0.089,0.0030000000000000027,M-lines,1
C10,0.09,24,sample,8,M1,MRP,evolved,Exp1,Plate1,0.089,0.0010000000000000009,M-lines,1
C11,0.09,24,sample,16,M1,MRP,evolved,Exp1,Plate1,0.089,0.0010000000000000009,M-lines,1
C12,0.093,24,sample,32,M1,MRP,evolved,Exp1,Plate1,0.089,0.0040000000000000036,M-lines,1
D1,0.446,24,sample,0.002,M1,MRP,evolved,Exp1,Plate1,0.089,0.357,M-lines,2
D2,0.506,24,sample,0.006,M1,MRP,evolved,Exp1,Plate1,0.089,0.41700000000000004,M-lines,2
D3,0.608,24,sample,0.016,M1,MRP,evolved,Exp1,Plate1,0.089,0.519,M-lines,2
D4,0.497,24,sample,0.047,M1,MRP,evolved,Exp1,Plate1,0.089,0.40800000000000003,M-lines,2
D5,0.174,24,sample,0.125,M1,MRP,evolved,Exp1,Plate1,0.089,0.08499999999999999,M-lines,2
D6,0.089,24,sample,0.38,M1,MRP,evolved,Exp1,Plate1,0.089,0,M-lines,2
D7,0.09,24,sample,1,M1,MRP,evolved,Exp1,Plate1,0.089,0.0010000000000000009,M-lines,2
D8,0.09,24,sample,2,M1,MRP,evolved,Exp1,Plate1,0.089,0.0010000000000000009,M-lines,2
D9,0.09,24,sample,4,M1,MRP,evolved,Exp1,Plate1,0.089,0.0010000000000000009,M-lines,2
D10,0.096,24,sample,8,M1,MRP,evolved,Exp1,Plate1,0.089,0.007000000000000006,M-lines,2
D11,0.092,24,sample,16,M1,MRP,evolved,Exp1,Plate1,0.089,0.0030000000000000027,M-lines,2
D12,0.092,24,sample,32,M1,MRP,evolved,Exp1,Plate1,0.089,0.0030000000000000027,M-lines,2
E1,0.456,24,sample,0.002,M1,MRP,evolved,Exp1,Plate1,0.089,0.367,M-lines,3
E2,0.633,24,sample,0.006,M1,MRP,evolved,Exp1,Plate1,0.089,0.544,M-lines,3
E3,0.538,24,sample,0.016,M1,MRP,evolved,Exp1,Plate1,0.089,0.44900000000000007,M-lines,3
E4,0.528,24,sample,0.047,M1,MRP,evolved,Exp1,Plate1,0.089,0.43900000000000006,M-lines,3
E5,0.2,24,sample,0.125,M1,MRP,evolved,Exp1,Plate1,0.089,0.11100000000000002,M-lines,3
E6,0.089,24,sample,0.38,M1,MRP,evolved,Exp1,Plate1,0.089,0,M-lines,3
E7,0.094,24,sample,1,M1,MRP,evolved,Exp1,Plate1,0.089,0.0050000000000000044,M-lines,3
E8,0.089,24,sample,2,M1,MRP,evolved,Exp1,Plate1,0.089,0,M-lines,3
E9,0.09,24,sample,4,M1,MRP,evolved,Exp1,Plate1,0.089,0.0010000000000000009,M-lines,3
E10,0.091,24,sample,8,M1,MRP,evolved,Exp1,Plate1,0.089,0.0020000000000000018,M-lines,3
E11,0.091,24,sample,16,M1,MRP,evolved,Exp1,Plate1,0.089,0.0020000000000000018,M-lines,3
E12,0.091,24,sample,32,M1,MRP,evolved,Exp1,Plate1,0.089,0.0020000000000000018,M-lines,3
F1,0.539,24,sample,0.002,M2,MRP,evolved,Exp1,Plate1,0.089,0.45000000000000007,M-lines,1
F2,0.834,24,sample,0.006,M2,MRP,evolved,Exp1,Plate1,0.089,0.745,M-lines,1
F3,0.634,24,sample,0.016,M2,MRP,evolved,Exp1,Plate1,0.089,0.545,M-lines,1
F4,0.746,24,sample,0.047,M2,MRP,evolved,Exp1,Plate1,0.089,0.657,M-lines,1
F5,0.361,24,sample,0.125,M2,MRP,evolved,Exp1,Plate1,0.089,0.272,M-lines,1
F6,0.09,24,sample,0.38,M2,MRP,evolved,Exp1,Plate1,0.089,0.0010000000000000009,M-lines,1
F7,0.09,24,sample,1,M2,MRP,evolved,Exp1,Plate1,0.089,0.0010000000000000009,M-lines,1
F8,0.091,24,sample,2,M2,MRP,evolved,Exp1,Plate1,0.089,0.0020000000000000018,M-lines,1
F9,0.09,24,sample,4,M2,MRP,evolved,Exp1,Plate1,0.089,0.0010000000000000009,M-lines,1
F10,0.09,24,sample,8,M2,MRP,evolved,Exp1,Plate1,0.089,0.0010000000000000009,M-lines,1
F11,0.091,24,sample,16,M2,MRP,evolved,Exp1,Plate1,0.089,0.0020000000000000018,M-lines,1
F12,0.093,24,sample,32,M2,MRP,evolved,Exp1,Plate1,0.089,0.0040000000000000036,M-lines,1
G1,0.682,24,sample,0.002,M2,MRP,evolved,Exp1,Plate1,0.089,0.5930000000000001,M-lines,2
G2,0.598,24,sample,0.006,M2,MRP,evolved,Exp1,Plate1,0.089,0.509,M-lines,2
G3,0.508,24,sample,0.016,M2,MRP,evolved,Exp1,Plate1,0.089,0.41900000000000004,M-lines,2
G4,0.513,24,sample,0.047,M2,MRP,evolved,Exp1,Plate1,0.089,0.42400000000000004,M-lines,2
G5,0.202,24,sample,0.125,M2,MRP,evolved,Exp1,Plate1,0.089,0.11300000000000002,M-lines,2
G6,0.09,24,sample,0.38,M2,MRP,evolved,Exp1,Plate1,0.089,0.0010000000000000009,M-lines,2
G7,0.091,24,sample,1,M2,MRP,evolved,Exp1,Plate1,0.089,0.0020000000000000018,M-lines,2
G8,0.091,24,sample,2,M2,MRP,evolved,Exp1,Plate1,0.089,0.0020000000000000018,M-lines,2
G9,0.09,24,sample,4,M2,MRP,evolved,Exp1,Plate1,0.089,0.0010000000000000009,M-lines,2
G10,0.091,24,sample,8,M2,MRP,evolved,Exp1,Plate1,0.089,0.0020000000000000018,M-lines,2
G11,0.091,24,sample,16,M2,MRP,evolved,Exp1,Plate1,0.089,0.0020000000000000018,M-lines,2
G12,0.091,24,sample,32,M2,MRP,evolved,Exp1,Plate1,0.089,0.0020000000000000018,M-lines,2
H1,0.507,24,sample,0.002,M2,MRP,evolved,Exp1,Plate1,0.089,0.41800000000000004,M-lines,3
H2,0.513,24,sample,0.006,M2,MRP,evolved,Exp1,Plate1,0.089,0.42400000000000004,M-lines,3
H3,0.579,24,sample,0.016,M2,MRP,evolved,Exp1,Plate1,0.089,0.49,M-lines,3
H4,0.522,24,sample,0.047,M2,MRP,evolved,Exp1,Plate1,0.089,0.43300000000000005,M-lines,3
H5,0.237,24,sample,0.125,M2,MRP,evolved,Exp1,Plate1,0.089,0.148,M-lines,3
H6,0.091,24,sample,0.38,M2,MRP,evolved,Exp1,Plate1,0.089,0.0020000000000000018,M-lines,3
H7,0.09,24,sample,1,M2,MRP,evolved,Exp1,Plate1,0.089,0.0010000000000000009,M-lines,3
H8,0.093,24,sample,2,M2,MRP,evolved,Exp1,Plate1,0.089,0.0040000000000000036,M-lines,3
H9,0.091,24,sample,4,M2,MRP,evolved,Exp1,Plate1,0.089,0.0020000000000000018,M-lines,3
H10,0.092,24,sample,8,M2,MRP,evolved,Exp1,Plate1,0.089,0.0030000000000000027,M-lines,3
H11,0.093,24,sample,16,M2,MRP,evolved,Exp1,Plate1,0.089,0.0040000000000000036,M-lines,3
H12,0.091,24,sample,32,M2,MRP,evolved,Exp1,Plate1,0.089,0.0020000000000000018,M-lines,3
A1,0.088,0,blank,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0,NA,NA
A2,0.088,0,blank,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0,NA,NA
A3,0.088,0,blank,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0,NA,NA
A4,0.092,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,NA,NA
A5,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
A6,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
A7,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
A8,0.091,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,NA,NA
A9,0.091,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,NA,NA
A10,0.096,0,sample,0,M3,MRP,evolved,Exp1,Plate2,0.088,0.008000000000000007,M-lines,1
A11,0.092,0,sample,0,M3,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,M-lines,2
A12,0.089,0,sample,0,M3,MRP,evolved,Exp1,Plate2,0.088,0.0010000000000000009,M-lines,3
B1,0.091,0,sample,0.002,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,N-lines,1
B2,0.091,0,sample,0.006,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,N-lines,1
B3,0.09,0,sample,0.016,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,N-lines,1
B4,0.092,0,sample,0.047,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,N-lines,1
B5,0.092,0,sample,0.125,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,N-lines,1
B6,0.091,0,sample,0.38,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,N-lines,1
B7,0.092,0,sample,1,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,N-lines,1
B8,0.091,0,sample,2,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,N-lines,1
B9,0.092,0,sample,4,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,N-lines,1
B10,0.09,0,sample,8,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,N-lines,1
B11,0.092,0,sample,16,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,N-lines,1
B12,0.091,0,sample,32,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,N-lines,1
C1,0.091,0,sample,0.002,M3,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,M-lines,1
C2,0.091,0,sample,0.006,M3,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,M-lines,1
C3,0.092,0,sample,0.016,M3,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,M-lines,1
C4,0.092,0,sample,0.047,M3,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,M-lines,1
C5,0.091,0,sample,0.125,M3,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,M-lines,1
C6,0.092,0,sample,0.38,M3,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,M-lines,1
C7,0.091,0,sample,1,M3,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,M-lines,1
C8,0.096,0,sample,2,M3,MRP,evolved,Exp1,Plate2,0.088,0.008000000000000007,M-lines,1
C9,0.093,0,sample,4,M3,MRP,evolved,Exp1,Plate2,0.088,0.0050000000000000044,M-lines,1
C10,0.093,0,sample,8,M3,MRP,evolved,Exp1,Plate2,0.088,0.0050000000000000044,M-lines,1
C11,0.092,0,sample,16,M3,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,M-lines,1
C12,0.093,0,sample,32,M3,MRP,evolved,Exp1,Plate2,0.088,0.0050000000000000044,M-lines,1
D1,0.097,0,sample,0.002,M3,MRP,evolved,Exp1,Plate2,0.088,0.009000000000000008,M-lines,2
D2,0.091,0,sample,0.006,M3,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,M-lines,2
D3,0.089,0,sample,0.016,M3,MRP,evolved,Exp1,Plate2,0.088,0.0010000000000000009,M-lines,2
D4,0.093,0,sample,0.047,M3,MRP,evolved,Exp1,Plate2,0.088,0.0050000000000000044,M-lines,2
D5,0.091,0,sample,0.125,M3,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,M-lines,2
D6,0.094,0,sample,0.38,M3,MRP,evolved,Exp1,Plate2,0.088,0.006000000000000005,M-lines,2
D7,0.091,0,sample,1,M3,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,M-lines,2
D8,0.091,0,sample,2,M3,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,M-lines,2
D9,0.094,0,sample,4,M3,MRP,evolved,Exp1,Plate2,0.088,0.006000000000000005,M-lines,2
D10,0.093,0,sample,8,M3,MRP,evolved,Exp1,Plate2,0.088,0.0050000000000000044,M-lines,2
D11,0.092,0,sample,16,M3,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,M-lines,2
D12,0.095,0,sample,32,M3,MRP,evolved,Exp1,Plate2,0.088,0.007000000000000006,M-lines,2
E1,0.092,0,sample,0.002,M3,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,M-lines,3
E2,0.091,0,sample,0.006,M3,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,M-lines,3
E3,0.089,0,sample,0.016,M3,MRP,evolved,Exp1,Plate2,0.088,0.0010000000000000009,M-lines,3
E4,0.092,0,sample,0.047,M3,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,M-lines,3
E5,0.097,0,sample,0.125,M3,MRP,evolved,Exp1,Plate2,0.088,0.009000000000000008,M-lines,3
E6,0.091,0,sample,0.38,M3,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,M-lines,3
E7,0.092,0,sample,1,M3,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,M-lines,3
E8,0.092,0,sample,2,M3,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,M-lines,3
E9,0.093,0,sample,4,M3,MRP,evolved,Exp1,Plate2,0.088,0.0050000000000000044,M-lines,3
E10,0.095,0,sample,8,M3,MRP,evolved,Exp1,Plate2,0.088,0.007000000000000006,M-lines,3
E11,0.093,0,sample,16,M3,MRP,evolved,Exp1,Plate2,0.088,0.0050000000000000044,M-lines,3
E12,0.098,0,sample,32,M3,MRP,evolved,Exp1,Plate2,0.088,0.010000000000000009,M-lines,3
F1,0.094,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.006000000000000005,NA,NA
F2,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
F3,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
F4,0.093,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0050000000000000044,NA,NA
F5,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
F6,0.089,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0010000000000000009,NA,NA
F7,0.092,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,NA,NA
F8,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
F9,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
F10,0.091,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,NA,NA
F11,0.089,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0010000000000000009,NA,NA
F12,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
G1,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
G2,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
G3,0.089,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0010000000000000009,NA,NA
G4,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
G5,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
G6,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
G7,0.091,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,NA,NA
G8,0.095,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.007000000000000006,NA,NA
G9,0.094,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.006000000000000005,NA,NA
G10,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
G11,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
G12,0.089,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0010000000000000009,NA,NA
H1,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
H2,0.089,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0010000000000000009,NA,NA
H3,0.089,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0010000000000000009,NA,NA
H4,0.091,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,NA,NA
H5,0.092,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,NA,NA
H6,0.091,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,NA,NA
H7,0.091,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,NA,NA
H8,0.092,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,NA,NA
H9,0.105,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.017,NA,NA
H10,0.091,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,NA,NA
H11,0.09,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
H12,0.091,0,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,NA,NA
A1,0.088,16,blank,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0,NA,NA
A2,0.088,16,blank,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0,NA,NA
A3,0.088,16,blank,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0,NA,NA
A4,0.09,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
A5,0.091,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,NA,NA
A6,0.091,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,NA,NA
A7,0.09,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
A8,0.09,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
A9,0.093,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0050000000000000044,NA,NA
A10,0.532,16,sample,0,M3,MRP,evolved,Exp1,Plate2,0.088,0.44400000000000006,M-lines,1
A11,0.389,16,sample,0,M3,MRP,evolved,Exp1,Plate2,0.088,0.30100000000000005,M-lines,2
A12,0.358,16,sample,0,M3,MRP,evolved,Exp1,Plate2,0.088,0.27,M-lines,3
B1,0.311,16,sample,0.002,NA1,MRP,evolved,Exp1,Plate2,0.088,0.223,N-lines,1
B2,0.381,16,sample,0.006,NA1,MRP,evolved,Exp1,Plate2,0.088,0.29300000000000004,N-lines,1
B3,0.271,16,sample,0.016,NA1,MRP,evolved,Exp1,Plate2,0.088,0.18300000000000002,N-lines,1
B4,0.099,16,sample,0.047,NA1,MRP,evolved,Exp1,Plate2,0.088,0.01100000000000001,N-lines,1
B5,0.102,16,sample,0.125,NA1,MRP,evolved,Exp1,Plate2,0.088,0.013999999999999999,N-lines,1
B6,0.092,16,sample,0.38,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,N-lines,1
B7,0.09,16,sample,1,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,N-lines,1
B8,0.091,16,sample,2,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,N-lines,1
B9,0.093,16,sample,4,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0050000000000000044,N-lines,1
B10,0.113,16,sample,8,NA1,MRP,evolved,Exp1,Plate2,0.088,0.02500000000000001,N-lines,1
B11,0.111,16,sample,16,NA1,MRP,evolved,Exp1,Plate2,0.088,0.023000000000000007,N-lines,1
B12,0.091,16,sample,32,NA1,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,N-lines,1
C1,0.392,16,sample,0.002,M3,MRP,evolved,Exp1,Plate2,0.088,0.30400000000000005,M-lines,1
C2,0.662,16,sample,0.006,M3,MRP,evolved,Exp1,Plate2,0.088,0.5740000000000001,M-lines,1
C3,0.819,16,sample,0.016,M3,MRP,evolved,Exp1,Plate2,0.088,0.731,M-lines,1
C4,0.563,16,sample,0.047,M3,MRP,evolved,Exp1,Plate2,0.088,0.475,M-lines,1
C5,0.863,16,sample,0.125,M3,MRP,evolved,Exp1,Plate2,0.088,0.775,M-lines,1
C6,0.131,16,sample,0.38,M3,MRP,evolved,Exp1,Plate2,0.088,0.04300000000000001,M-lines,1
C7,0.134,16,sample,1,M3,MRP,evolved,Exp1,Plate2,0.088,0.04600000000000001,M-lines,1
C8,0.132,16,sample,2,M3,MRP,evolved,Exp1,Plate2,0.088,0.04400000000000001,M-lines,1
C9,0.133,16,sample,4,M3,MRP,evolved,Exp1,Plate2,0.088,0.04500000000000001,M-lines,1
C10,0.127,16,sample,8,M3,MRP,evolved,Exp1,Plate2,0.088,0.03900000000000001,M-lines,1
C11,0.122,16,sample,16,M3,MRP,evolved,Exp1,Plate2,0.088,0.034,M-lines,1
C12,0.091,16,sample,32,M3,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,M-lines,1
D1,0.574,16,sample,0.002,M3,MRP,evolved,Exp1,Plate2,0.088,0.486,M-lines,2
D2,0.655,16,sample,0.006,M3,MRP,evolved,Exp1,Plate2,0.088,0.5670000000000001,M-lines,2
D3,0.759,16,sample,0.016,M3,MRP,evolved,Exp1,Plate2,0.088,0.671,M-lines,2
D4,0.787,16,sample,0.047,M3,MRP,evolved,Exp1,Plate2,0.088,0.6990000000000001,M-lines,2
D5,0.441,16,sample,0.125,M3,MRP,evolved,Exp1,Plate2,0.088,0.353,M-lines,2
D6,0.131,16,sample,0.38,M3,MRP,evolved,Exp1,Plate2,0.088,0.04300000000000001,M-lines,2
D7,0.135,16,sample,1,M3,MRP,evolved,Exp1,Plate2,0.088,0.047000000000000014,M-lines,2
D8,0.136,16,sample,2,M3,MRP,evolved,Exp1,Plate2,0.088,0.048000000000000015,M-lines,2
D9,0.139,16,sample,4,M3,MRP,evolved,Exp1,Plate2,0.088,0.05100000000000002,M-lines,2
D10,0.133,16,sample,8,M3,MRP,evolved,Exp1,Plate2,0.088,0.04500000000000001,M-lines,2
D11,0.127,16,sample,16,M3,MRP,evolved,Exp1,Plate2,0.088,0.03900000000000001,M-lines,2
D12,0.091,16,sample,32,M3,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,M-lines,2
E1,0.317,16,sample,0.002,M3,MRP,evolved,Exp1,Plate2,0.088,0.229,M-lines,3
E2,0.332,16,sample,0.006,M3,MRP,evolved,Exp1,Plate2,0.088,0.24400000000000002,M-lines,3
E3,0.509,16,sample,0.016,M3,MRP,evolved,Exp1,Plate2,0.088,0.42100000000000004,M-lines,3
E4,0.484,16,sample,0.047,M3,MRP,evolved,Exp1,Plate2,0.088,0.396,M-lines,3
E5,0.329,16,sample,0.125,M3,MRP,evolved,Exp1,Plate2,0.088,0.24100000000000002,M-lines,3
E6,0.117,16,sample,0.38,M3,MRP,evolved,Exp1,Plate2,0.088,0.029000000000000012,M-lines,3
E7,0.121,16,sample,1,M3,MRP,evolved,Exp1,Plate2,0.088,0.033,M-lines,3
E8,0.12,16,sample,2,M3,MRP,evolved,Exp1,Plate2,0.088,0.032,M-lines,3
E9,0.115,16,sample,4,M3,MRP,evolved,Exp1,Plate2,0.088,0.02700000000000001,M-lines,3
E10,0.105,16,sample,8,M3,MRP,evolved,Exp1,Plate2,0.088,0.017,M-lines,3
E11,0.092,16,sample,16,M3,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,M-lines,3
E12,0.094,16,sample,32,M3,MRP,evolved,Exp1,Plate2,0.088,0.006000000000000005,M-lines,3
F1,0.089,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0010000000000000009,NA,NA
F2,0.09,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
F3,0.091,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,NA,NA
F4,0.091,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,NA,NA
F5,0.096,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.008000000000000007,NA,NA
F6,0.09,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
F7,0.092,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,NA,NA
F8,0.09,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
F9,0.094,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.006000000000000005,NA,NA
F10,0.09,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
F11,0.089,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0010000000000000009,NA,NA
F12,0.089,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0010000000000000009,NA,NA
G1,0.09,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
G2,0.089,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0010000000000000009,NA,NA
G3,0.099,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.01100000000000001,NA,NA
G4,0.09,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
G5,0.091,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0030000000000000027,NA,NA
G6,0.09,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
G7,0.09,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
G8,0.092,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0040000000000000036,NA,NA
G9,0.094,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.006000000000000005,NA,NA
G10,0.09,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
G11,0.089,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0010000000000000009,NA,NA
G12,0.089,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0010000000000000009,NA,NA
H1,0.09,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0020000000000000018,NA,NA
H2,0.089,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0.0010000000000000009,NA,NA
H3,0.088,16,empty,NA,NA,MRP,evolved,Exp1,Plate2,0.088,0,NA,NA
